,Ticker,Industry,IPO_date,IPO_Price,d1Open,ATH,ATH_Date,ATL,ATL_Date,Days_to_ATH,Days_to_ATL,Low_Before_ATH
BEKE,BEKE,Real Estate Services,13-Aug-20,$20.00,35.060001373291016,79.4000015258789,2020-11-16,31.790000915527344,2020-08-13,95.0,0.0,31.790000915527344
RBAC,RBAC,Shell Companies,13-Aug-20,$10.00,10.5,12.399999618530273,2021-01-14,9.899999618530273,2020-10-05,101.0,0.0,9.899999618530273
DCT,DCT,Software—Application,14-Aug-20,$27.00,42.0,51.130001068115234,2021-01-14,35.099998474121094,2020-09-08,153.0,25.0,35.099998474121094
CVAC,CVAC,Biotechnology,14-Aug-20,$16.00,44.4900016784668,151.8000030517578,2020-12-09,36.150001525878906,2020-08-14,117.0,0.0,36.150001525878906
DMYD,DMYD,Shell Companies,14-Aug-20,$10.00,10.0,17.889999389648438,2021-01-04,9.795000076293945,2020-10-14,91.0,9.0,9.795000076293945
DGNR,DGNR,Shell Companies,14-Aug-20,$10.00,12.0,14.739999771118164,2021-01-08,10.899999618530273,2020-10-30,95.0,25.0,10.899999618530273
LCAP,LCAP,Shell Companies,14-Aug-20,$10.00,9.675999641418457,10.640000343322754,2021-01-14,9.5600004196167,2020-10-21,85.0,0.0,9.5600004196167
NGA,NGA,Shell Companies,18-Aug-20,$10.00,9.699999809265137,35.25,2021-01-15,9.600000381469727,2020-10-13,99.0,5.0,9.600000381469727
STPK,STPK,Shell Companies,18-Aug-20,$10.00,10.0,38.20000076293945,2021-01-13,9.600000381469727,2020-11-09,97.0,32.0,9.600000381469727
FIII,FIII,Shell Companies,18-Aug-20,$10.00,10.0,15.300000190734863,2020-12-28,9.670000076293945,2020-10-30,98.0,39.0,9.670000076293945
AONE,AONE,Shell Companies,18-Aug-20,$10.00,10.25,11.260000228881836,2021-01-14,9.699999809265137,2020-11-09,98.0,32.0,9.699999809265137
HRMY,HRMY,Biotechnology,19-Aug-20,$24.00,39.9900016784668,52.7400016784668,2020-11-11,28.96500015258789,2020-10-07,84.0,49.0,28.96500015258789
INBX,INBX,Biotechnology,19-Aug-20,$17.00,22.100000381469727,50.970001220703125,2020-12-18,15.199999809265137,2020-11-02,121.0,75.0,15.199999809265137
BFT,BFT,Shell Companies,19-Aug-20,$10.00,9.710000038146973,17.0,2020-12-28,9.595000267028809,2020-10-28,80.0,19.0,9.595000267028809
NNOX,NNOX,Medical Devices,21-Aug-20,$18.00,20.34000015258789,69.18000030517578,2020-12-01,20.2549991607666,2020-08-21,102.0,0.0,20.2549991607666
KYMR,KYMR,Biotechnology,21-Aug-20,$20.00,35.0099983215332,91.91999816894531,2020-12-28,25.43000030517578,2020-09-09,129.0,19.0,25.43000030517578
CLA,CLA,Shell Companies,21-Aug-20,$10.00,9.699999809265137,17.729999542236328,2020-12-24,0.019999999552965164,2020-10-12,76.0,3.0,0.019999999552965164
FST,FST,Shell Companies,21-Aug-20,$10.00,9.75,12.449999809265137,2021-01-14,9.59000015258789,2020-10-16,94.0,4.0,9.59000015258789
HZAC,HZAC,Shell Companies,21-Aug-20,$10.00,10.0,10.880000114440918,2020-11-30,9.28499984741211,2020-11-06,49.0,25.0,9.28499984741211
FTOC,FTOC,Shell Companies,26-Aug-20,$10.00,9.699999809265137,10.829999923706055,2021-01-12,9.600000381469727,2020-10-28,88.0,12.0,9.600000381469727
BTAQ,BTAQ,Shell Companies,27-Aug-20,$10.00,9.75,11.399999618530273,2021-01-14,9.640000343322754,2020-10-28,98.0,20.0,9.640000343322754
XPEV,XPEV,Auto Manufacturers,27-Aug-20,$15.00,23.100000381469727,74.48999786376953,2020-11-24,17.110000610351562,2020-09-24,89.0,28.0,17.110000610351562
CFII,CFII,Shell Companies,27-Aug-20,$10.00,9.699999809265137,13.289999961853027,2021-01-11,9.600000381469727,2020-10-26,84.0,7.0,9.600000381469727
HCDI,HCDI,Real Estate—Development,28-Aug-20,$6.00,5.5,8.362000465393066,2020-08-31,2.9600000381469727,2021-01-15,3.0,140.0,5.071000099182129
GP,GP,Auto Manufacturers,28-Aug-20,$20.00,22.0,34.45000076293945,2021-01-06,8.220000267028809,2020-10-29,131.0,62.0,8.220000267028809
AUVI,AUVI,"Furnishings, Fixtures & Appliances",31-Aug-20,$5.00,5.75,12.989999771118164,2020-08-31,4.519999980926514,2020-12-31,0.0,122.0,5.150000095367432
PRFX,PRFX,Drug Manufacturers—Specialty & Generic,01-Sep-20,$8.00,7.75,7.849999904632568,2020-09-01,3.819999933242798,2021-01-06,0.0,127.0,6.099999904632568
CMLF,CMLF,Shell Companies,02-Sep-20,$10.00,9.800000190734863,12.880000114440918,2021-01-14,9.65999984741211,2020-11-16,71.0,12.0,9.65999984741211
INAQ,INAQ,Shell Companies,03-Sep-20,$10.00,9.75,18.0,2021-01-15,9.75,2020-11-09,67.0,0.0,9.75
BCTG,BCTG,Shell Companies,03-Sep-20,$10.00,9.880000114440918,12.9399995803833,2021-01-12,9.829999923706055,2020-10-27,131.0,54.0,9.829999923706055
TWND,TWND,Shell Companies,04-Sep-20,$10.00,9.800000190734863,10.876999855041504,2020-12-22,9.550000190734863,2020-10-27,60.0,4.0,9.550000190734863
CAPA,CAPA,Shell Companies,04-Sep-20,$10.00,9.880000114440918,11.880000114440918,2020-11-30,9.880000114440918,2020-11-13,17.0,0.0,9.880000114440918
CRHC,CRHC,Shell Companies,09-Sep-20,$10.00,9.800000190734863,11.130000114440918,2021-01-15,9.649999618530273,2020-11-03,77.0,4.0,9.649999618530273
ITAC,ITAC,Shell Companies,09-Sep-20,$10.00,9.649999618530273,11.25,2020-12-23,9.649999618530273,2020-10-30,54.0,0.0,9.649999618530273
NSH,NSH,Shell Companies,10-Sep-20,$10.00,9.5,10.6899995803833,2021-01-14,9.5,2020-11-03,72.0,0.0,9.5
PIAI,PIAI,Shell Companies,10-Sep-20,$10.00,9.510000228881836,10.979999542236328,2021-01-12,9.510000228881836,2020-11-02,71.0,0.0,9.510000228881836
SVAC,SVAC,Shell Companies,10-Sep-20,$10.00,9.649999618530273,11.489999771118164,2021-01-13,9.649999618530273,2020-11-02,72.0,0.0,9.649999618530273
TWCT,TWCT,Shell Companies,11-Sep-20,$10.00,9.649999618530273,11.369999885559082,2020-12-30,9.649999618530273,2020-11-06,54.0,0.0,9.649999618530273
SNPR,SNPR,Shell Companies,11-Sep-20,$10.00,10.0,12.770000457763672,2021-01-14,9.460000038146973,2020-11-02,73.0,0.0,9.460000038146973
BSN,BSN,Shell Companies,11-Sep-20,$10.00,9.699999809265137,10.390000343322754,2021-01-15,9.595000267028809,2020-11-06,74.0,4.0,9.595000267028809
LEAP,LEAP,Shell Companies,11-Sep-20,$10.00,11.510000228881836,16.200000762939453,2021-01-14,10.960000038146973,2020-11-09,73.0,7.0,10.960000038146973
LSPD,LSPD,Software—Application,11-Sep-20,$30.50,32.0,79.02999877929688,2021-01-14,28.290000915527344,2020-09-21,125.0,10.0,28.290000915527344
SAII,SAII,Shell Companies,15-Sep-20,$10.00,9.649999618530273,10.399999618530273,2021-01-13,9.649999618530273,2020-10-07,98.0,0.0,9.649999618530273
SBG,SBG,Shell Companies,15-Sep-20,$10.00,9.800000190734863,10.449999809265137,2021-01-15,9.640000343322754,2020-11-11,71.0,6.0,9.640000343322754
OM,OM,Medical Devices,15-Sep-20,$27.00,52.0,66.95999908447266,2020-11-17,42.5,2020-10-09,63.0,24.0,42.5
SNOW,SNOW,Software—Application,16-Sep-20,$120.00,245.0,429.0,2020-12-08,208.5500030517578,2020-09-24,83.0,8.0,208.5500030517578
FROG,FROG,Software—Application,16-Sep-20,$44.00,71.2699966430664,95.19999694824219,2020-10-26,57.141998291015625,2020-11-23,40.0,68.0,60.0
EQD,EQD,Shell Companies,16-Sep-20,$10.00,9.75,10.899999618530273,2020-11-13,9.319999694824219,2020-11-06,7.0,0.0,9.319999694824219
ENPC,ENPC,Shell Companies,16-Sep-20,$25.00,24.760000228881836,26.309999465942383,2020-11-19,24.0,2020-11-10,13.0,4.0,24.0
MTCR,MTCR,Biotechnology,16-Sep-20,$13.00,14.619999885559082,16.190000534057617,2020-09-16,7.639999866485596,2020-11-27,0.0,72.0,11.295000076293945
STEP,STEP,Asset Management,16-Sep-20,$18.00,24.75,40.97999954223633,2020-12-31,22.719999313354492,2020-09-17,106.0,1.0,22.719999313354492
AMWL,AMWL,Health Information Services,17-Sep-20,$18.00,25.510000228881836,41.79999923706055,2020-10-07,21.34000015258789,2020-11-17,20.0,61.0,22.100000381469727
SUMO,SUMO,Software—Application,17-Sep-20,$22.00,26.639999389648438,35.70000076293945,2020-12-22,16.709999084472656,2020-10-30,96.0,43.0,16.709999084472656
STWO,STWO,Shell Companies,17-Sep-20,$10.00,9.899999618530273,10.805000305175781,2021-01-15,9.75,2020-12-01,46.0,1.0,9.75
OACB,OACB,Shell Companies,17-Sep-20,$10.00,9.75,11.619999885559082,2020-12-22,9.6899995803833,2020-11-10,43.0,1.0,9.6899995803833
RTP,RTP,Shell Companies,17-Sep-20,$10.00,10.899999618530273,12.630000114440918,2021-01-14,10.350000381469727,2020-11-10,66.0,1.0,10.350000381469727
DYN,DYN,Biotechnology,17-Sep-20,$19.00,22.59000015258789,29.93000030517578,2021-01-14,15.600000381469727,2020-10-19,119.0,32.0,15.600000381469727
PTVE,PTVE,Packaging & Containers,17-Sep-20,$14.00,12.760000228881836,19.610000610351562,2020-12-11,10.399999618530273,2020-09-17,85.0,0.0,10.399999618530273
BNL,BNL,REIT—Diversified,17-Sep-20,$17.00,16.5,19.989999771118164,2020-12-18,15.899999618530273,2020-09-17,92.0,0.0,15.899999618530273
U,U,Software—Application,18-Sep-20,$52.00,75.0,174.94000244140625,2020-12-23,65.11000061035156,2020-09-21,96.0,3.0,65.11000061035156
AHAC,AHAC,Shell Companies,18-Sep-20,$10.00,9.699999809265137,10.329999923706055,2020-12-31,9.649999618530273,2020-12-01,30.0,0.0,9.649999618530273
CMPS,CMPS,Medical Care Facilities,18-Sep-20,$17.00,23.399999618530273,61.689998626708984,2020-12-14,22.510000228881836,2020-09-18,87.0,0.0,22.510000228881836
ATHA,ATHA,Biotechnology,18-Sep-20,$17.00,19.950000762939453,34.790000915527344,2020-12-31,15.789999961853027,2020-09-24,104.0,6.0,15.789999961853027
VTRU,VTRU,Education & Training Services,18-Sep-20,$16.00,16.25,17.0,2020-09-18,11.319999694824219,2020-10-30,0.0,42.0,13.5600004196167
NMMC,NMMC,Shell Companies,18-Sep-20,$10.00,9.75,13.6899995803833,2020-12-07,9.75,2020-11-20,17.0,0.0,9.75
PMVC,PMVC,Shell Companies,22-Sep-20,$10.00,9.90999984741211,10.34000015258789,2021-01-14,9.600000381469727,2020-11-12,63.0,0.0,9.600000381469727
FCAC,FCAC,Shell Companies,22-Sep-20,$10.00,10.616999626159668,12.430000305175781,2021-01-14,9.970000267028809,2020-11-27,51.0,3.0,9.970000267028809
CRSR,CRSR,Computer Hardware,23-Sep-20,$17.00,15.119999885559082,51.369998931884766,2020-11-24,14.09000015258789,2020-09-23,62.0,0.0,14.09000015258789
LSF,LSF,Packaged Foods,23-Sep-20,$22.00,33.54999923706055,60.79999923706055,2020-10-20,31.0,2020-09-23,27.0,0.0,31.0
GDRX,GDRX,Health Information Services,23-Sep-20,$33.00,46.70000076293945,64.21900177001953,2020-09-29,33.5099983215332,2020-11-18,6.0,56.0,45.5
BSY,BSY,Software—Application,23-Sep-20,$22.00,28.0,54.61800003051758,2021-01-14,27.0,2020-09-23,113.0,0.0,27.0
ACTC,ACTC,Shell Companies,23-Sep-20,$10.00,9.949999809265137,28.399999618530273,2021-01-15,9.739999771118164,2020-12-02,46.0,2.0,9.739999771118164
VIH,VIH,Shell Companies,23-Sep-20,$10.00,9.699999809265137,18.350000381469727,2021-01-12,9.699999809265137,2020-11-24,49.0,0.0,9.699999809265137
ASPL,ASPL,Shell Companies,23-Sep-20,$10.00,9.890000343322754,10.449999809265137,2021-01-14,9.649999618530273,2020-11-24,57.0,6.0,9.649999618530273
PDAC,PDAC,Shell Companies,24-Sep-20,$10.00,9.75,12.399999618530273,2021-01-14,9.600000381469727,2020-11-19,59.0,3.0,9.600000381469727
TSHA,TSHA,Biotechnology,24-Sep-20,$20.00,22.239999771118164,30.959999084472656,2021-01-14,18.15999984741211,2020-10-05,112.0,11.0,18.15999984741211
AMST,AMST,Software—Application,25-Sep-20,$5.00,4.949999809265137,6.579999923706055,2020-09-25,3.6500000953674316,2020-11-09,0.0,45.0,4.550000190734863
PRLD,PRLD,Biotechnology,25-Sep-20,$19.00,25.229999542236328,89.05999755859375,2020-12-24,23.69300079345703,2020-09-25,90.0,0.0,23.69300079345703
PMVP,PMVP,Biotechnology,25-Sep-20,$18.00,35.0,63.220001220703125,2021-01-04,31.049999237060547,2020-11-16,101.0,52.0,31.049999237060547
GRAY,GRAY,Biotechnology,25-Sep-20,$16.00,19.0,37.880001068115234,2020-11-23,12.5,2020-09-30,59.0,5.0,12.5
VIAO,VIAO,Electronic Components,25-Sep-20,$15.00,12.0,14.074999809265137,2021-01-04,7.039999961853027,2020-10-15,101.0,20.0,7.039999961853027
GLSI,GLSI,Biotechnology,25-Sep-20,$5.75,5.75,158.07000732421875,2020-12-09,3.26200008392334,2020-11-04,75.0,40.0,3.26200008392334
FTIV,FTIV,Shell Companies,25-Sep-20,$10.00,10.050000190734863,12.5,2020-12-30,9.600000381469727,2020-11-24,36.0,0.0,9.600000381469727
VACQ,VACQ,Shell Companies,25-Sep-20,$10.00,9.75,11.390000343322754,2020-12-09,9.720000267028809,2020-11-30,15.0,6.0,9.720000267028809
SYTA,SYTA,Communication Equipment,25-Sep-20,$7.25,5.0,11.899999618530273,2020-12-16,3.9000000953674316,2020-09-25,82.0,0.0,3.9000000953674316
ORPH,ORPH,Biotechnology,29-Sep-20,$11.00,10.800000190734863,13.279999732971191,2021-01-14,8.890000343322754,2020-11-02,107.0,34.0,8.890000343322754
PLTR,PLTR,Software—Infrastructure,30-Sep-20,$7.25,10.0,33.5,2020-11-27,8.899999618530273,2020-10-06,58.0,6.0,8.899999618530273
FGNA,FGNA,Shell Companies,30-Sep-20,$10.00,9.899999618530273,10.800000190734863,2021-01-14,9.779999732971191,2020-11-20,55.0,0.0,9.779999732971191
BQ,BQ,Specialty Retail,30-Sep-20,$10.00,10.0,10.430000305175781,2020-09-30,4.059999942779541,2020-11-04,0.0,35.0,6.5
ASAN,ASAN,Software—Application,30-Sep-20,$21.00,27.0,39.70000076293945,2021-01-15,20.56999969482422,2020-11-12,107.0,43.0,20.56999969482422
YALA,YALA,Software—Application,30-Sep-20,$7.50,9.75,23.18000030517578,2020-12-09,6.260000228881836,2020-10-01,70.0,1.0,6.260000228881836
CD,CD,Information Technology Services,30-Sep-20,$13.50,14.5,24.299999237060547,2020-12-31,13.119999885559082,2020-10-28,92.0,28.0,13.119999885559082
VSPR,VSPR,Shell Companies,30-Sep-20,$10.00,10.84000015258789,12.84000015258789,2020-12-28,10.010000228881836,2020-12-02,34.0,8.0,10.010000228881836
CLII,CLII,Shell Companies,30-Sep-20,$10.00,9.899999618530273,13.489999771118164,2021-01-12,9.75,2020-11-24,50.0,1.0,9.75
QELL,QELL,Shell Companies,30-Sep-20,$10.00,10.529999732971191,14.0,2020-12-11,10.15999984741211,2020-11-23,18.0,0.0,10.15999984741211
AVO,AVO,Farm Products,01-Oct-20,$12.00,13.640000343322754,16.0,2021-01-14,11.75,2020-10-06,104.0,4.0,11.75
RCHG,RCHG,Shell Companies,01-Oct-20,$10.00,10.380000114440918,10.449999809265137,2021-01-13,9.720000267028809,2020-11-27,47.0,0.0,9.720000267028809
IGAC,IGAC,Shell Companies,01-Oct-20,$10.00,9.800000190734863,10.970000267028809,2020-12-11,9.670000076293945,2020-12-01,10.0,0.0,9.670000076293945
LXEH,LXEH,Education & Training Services,01-Oct-20,$9.25,10.0,10.977999687194824,2020-12-18,5.599999904632568,2020-10-02,78.0,1.0,5.599999904632568
IMPX,IMPX,Shell Companies,01-Oct-20,$10.00,9.64900016784668,10.869999885559082,2021-01-15,9.64900016784668,2020-11-24,52.0,0.0,9.64900016784668
THRY,THRY,Internet Content & Information,01-Oct-20,$10.17,14.0,25.1299991607666,2021-01-12,8.100000381469727,2020-11-02,103.0,32.0,8.100000381469727
LUNG,LUNG,Medical Devices,01-Oct-20,$19.00,40.0,69.47799682617188,2020-12-31,37.63999938964844,2020-10-01,91.0,0.0,37.63999938964844
AGC,AGC,Shell Companies,01-Oct-20,$10.00,11.890000343322754,15.609999656677246,2021-01-14,11.5,2020-12-04,44.0,3.0,11.5
ASO,ASO,Specialty Retail,02-Oct-20,$13.00,12.100000381469727,23.239999771118164,2021-01-13,12.050000190734863,2020-10-02,103.0,0.0,12.050000190734863
IMNM,IMNM,Biotechnology,02-Oct-20,$12.00,15.65999984741211,16.770000457763672,2020-10-02,9.274999618530273,2020-12-31,0.0,90.0,12.210000038146973
CCCC,CCCC,Biotechnology,02-Oct-20,$19.00,26.600000381469727,41.400001525878906,2021-01-14,22.399999618530273,2020-10-09,104.0,7.0,22.399999618530273
ONCR,ONCR,Biotechnology,02-Oct-20,$15.00,15.5,37.86000061035156,2021-01-05,14.600000381469727,2020-10-02,95.0,0.0,14.600000381469727
ASAQ,ASAQ,Shell Companies,02-Oct-20,$10.00,9.619999885559082,10.350000381469727,2021-01-13,9.550000190734863,2020-10-28,90.0,13.0,9.550000190734863
SEAH,SEAH,Shell Companies,02-Oct-20,$10.00,10.0,10.800000190734863,2021-01-12,9.680000305175781,2020-11-23,50.0,0.0,9.680000305175781
VYGG,VYGG,Shell Companies,02-Oct-20,$10.00,10.199999809265137,11.380000114440918,2021-01-08,9.630000114440918,2020-12-30,49.0,40.0,9.630000114440918
IACA,IACA,Shell Companies,02-Oct-20,$10.00,10.050000190734863,14.5600004196167,2020-12-23,9.960000038146973,2020-11-04,57.0,8.0,9.960000038146973
AVAN,AVAN,Shell Companies,02-Oct-20,$10.00,9.75,10.829999923706055,2020-12-28,9.710000038146973,2020-12-07,34.0,13.0,9.710000038146973
VGAC,VGAC,Shell Companies,02-Oct-20,$10.00,9.829999923706055,12.770000457763672,2020-12-09,9.649999618530273,2020-11-23,16.0,0.0,9.649999618530273
APSG,APSG,Shell Companies,02-Oct-20,$10.00,9.649999618530273,10.949999809265137,2021-01-13,9.649999618530273,2020-11-24,50.0,0.0,9.649999618530273
FMAC,FMAC,Shell Companies,06-Oct-20,$10.00,9.920999526977539,11.520000457763672,2021-01-14,9.920999526977539,2020-11-27,48.0,0.0,9.920999526977539
SQFT,SQFT,REIT—Diversified,07-Oct-20,$5.00,4.800000190734863,10.239999771118164,2020-12-18,2.7200000286102295,2020-12-10,72.0,64.0,2.7200000286102295
TPGY,TPGY,Shell Companies,07-Oct-20,$10.00,9.760000228881836,33.880001068115234,2020-12-23,9.760000228881836,2020-11-27,26.0,0.0,9.760000228881836
PACE,PACE,Shell Companies,07-Oct-20,$10.00,9.699999809265137,12.430000305175781,2020-12-14,9.699999809265137,2020-11-27,17.0,0.0,9.699999809265137
MAAC,MAAC,Shell Companies,07-Oct-20,$10.00,10.5,10.720000267028809,2021-01-13,9.75,2020-12-10,36.0,2.0,9.75
EMPW,EMPW,Shell Companies,07-Oct-20,$10.00,9.75,10.550000190734863,2020-11-30,9.75,2020-11-27,3.0,0.0,9.75
NGAC,NGAC,Shell Companies,07-Oct-20,$10.00,16.0,16.0,2020-12-08,9.699999809265137,2020-12-08,0.0,0.0,9.699999809265137
PAIC,PAIC,Shell Companies,08-Oct-20,$10.00,9.75,10.800000190734863,2020-11-27,9.75,2020-11-17,10.0,0.0,9.75
AZYO,AZYO,Medical Devices,08-Oct-20,$17.00,17.31999969482422,18.0,2020-10-08,10.550000190734863,2020-11-10,0.0,33.0,13.75
FUBO,FUBO,Broadcasting,08-Oct-20,$10.00,11.0,62.290000915527344,2020-12-22,9.0600004196167,2020-10-13,75.0,5.0,9.0600004196167
INTZ,INTZ,Software—Application,09-Oct-20,$8.00,8.399999618530273,27.639999389648438,2021-01-14,8.25,2020-10-09,97.0,0.0,8.25
IH,IH,Education & Training Services,09-Oct-20,$12.00,12.119999885559082,31.58300018310547,2020-11-24,12.119999885559082,2020-10-09,46.0,0.0,12.119999885559082
LCY,LCY,Shell Companies,09-Oct-20,$10.00,10.0,11.770000457763672,2021-01-15,9.600000381469727,2020-12-03,43.0,0.0,9.600000381469727
IPOD,IPOD,Shell Companies,09-Oct-20,$10.00,11.350000381469727,16.979999542236328,2021-01-14,10.520000457763672,2020-12-02,44.0,1.0,10.520000457763672
IPOE,IPOE,Shell Companies,09-Oct-20,$10.00,10.600000381469727,22.0,2021-01-07,10.369999885559082,2020-12-04,37.0,3.0,10.369999885559082
IPOF,IPOF,Shell Companies,09-Oct-20,$10.00,10.350000381469727,15.680000305175781,2021-01-14,10.149999618530273,2020-12-01,44.0,0.0,10.149999618530273
STTK,STTK,Biotechnology,09-Oct-20,$17.00,22.0,60.51599884033203,2020-12-24,17.510000228881836,2020-10-09,76.0,0.0,17.510000228881836
SPRB,SPRB,Biotechnology,09-Oct-20,$15.00,18.139999389648438,35.599998474121094,2020-11-27,15.119999885559082,2020-10-09,49.0,0.0,15.119999885559082
KRON,KRON,Biotechnology,09-Oct-20,$19.00,28.5,39.60499954223633,2020-11-24,25.500999450683594,2020-10-09,46.0,0.0,25.500999450683594
CDAK,CDAK,Biotechnology,14-Oct-20,$15.00,14.100000381469727,37.849998474121094,2021-01-07,7.900000095367432,2020-11-18,85.0,35.0,7.900000095367432
FVAM,FVAM,Shell Companies,14-Oct-20,$10.00,10.0,11.0,2020-10-15,9.979999542236328,2020-10-16,1.0,2.0,9.994999885559082
ARRY,ARRY,Solar,15-Oct-20,$22.00,29.5,54.779998779296875,2021-01-08,29.049999237060547,2020-10-15,85.0,0.0,29.049999237060547
MNSO,MNSO,Specialty Retail,15-Oct-20,$20.00,24.399999618530273,31.600000381469727,2020-12-24,17.979999542236328,2020-11-24,70.0,40.0,17.979999542236328
MOTN,MOTN,Shell Companies,15-Oct-20,$10.00,10.149999618530273,10.583999633789062,2021-01-12,9.949999809265137,2020-12-31,26.0,14.0,9.949999809265137
TMTS,TMTS,Shell Companies,15-Oct-20,$10.00,9.75,10.586000442504883,2020-11-19,9.649999618530273,2020-11-02,17.0,0.0,9.649999618530273
EBC,EBC,Banks—Regional,15-Oct-20,$10.00,12.25,17.049999237060547,2021-01-07,11.739999771118164,2020-10-19,84.0,4.0,11.739999771118164
KRBP,KRBP,Biotechnology,16-Oct-20,$12.00,11.800000190734863,18.5,2020-12-17,8.010000228881836,2020-11-24,62.0,39.0,8.010000228881836
BTWN,BTWN,Shell Companies,16-Oct-20,$10.00,23.799999237060547,25.84000015258789,2020-12-07,10.5,2020-12-07,0.0,0.0,10.5
OPT,OPT,Biotechnology,16-Oct-20,$13.50,11.050000190734863,14.0,2020-10-22,10.220000267028809,2020-10-16,6.0,0.0,10.220000267028809
PRAX,PRAX,Biotechnology,16-Oct-20,$19.00,25.940000534057617,60.95100021362305,2021-01-08,23.899999618530273,2020-11-10,84.0,25.0,23.899999618530273
EAR,EAR,Medical Devices,16-Oct-20,$18.00,36.0,62.9900016784668,2021-01-13,32.58000183105469,2020-10-20,89.0,4.0,32.58000183105469
TARS,TARS,Biotechnology,16-Oct-20,$16.00,16.200000762939453,63.689998626708984,2020-12-18,15.324999809265137,2020-10-16,63.0,0.0,15.324999809265137
ALGS,ALGS,Biotechnology,16-Oct-20,$15.00,17.399999618530273,36.58000183105469,2021-01-14,12.819999694824219,2020-10-20,90.0,4.0,12.819999694824219
TMPM,TMPM,Shell Companies,16-Oct-20,$10.00,10.0600004196167,11.0,2021-01-05,9.954999923706055,2020-12-30,6.0,0.0,9.954999923706055
GWAC,GWAC,Shell Companies,20-Oct-20,$10.00,9.800000190734863,10.529999732971191,2020-12-28,9.699999809265137,2020-12-07,21.0,0.0,9.699999809265137
DCRB,DCRB,Shell Companies,20-Oct-20,$10.00,10.3100004196167,12.470000267028809,2021-01-14,10.010000228881836,2020-12-16,31.0,2.0,10.010000228881836
HZON,HZON,Shell Companies,20-Oct-20,$10.00,10.100000381469727,11.25,2020-12-14,9.90999984741211,2020-12-10,4.0,0.0,9.90999984741211
HLXA,HLXA,Shell Companies,20-Oct-20,$10.00,10.15999984741211,11.75,2020-12-30,10.15999984741211,2020-10-20,71.0,0.0,10.15999984741211
YGMZ,YGMZ,Trucking,21-Oct-20,$4.00,4.400000095367432,18.84000015258789,2020-12-17,3.6589999198913574,2020-12-04,57.0,44.0,3.6589999198913574
SPNV,SPNV,Shell Companies,21-Oct-20,$10.00,10.973999977111816,13.0,2020-12-11,10.149999618530273,2020-12-11,0.0,0.0,10.149999618530273
HIGA,HIGA,Shell Companies,21-Oct-20,$10.00,10.0,15.460000038146973,2020-12-14,9.75,2020-12-11,3.0,0.0,9.75
MSP,MSP,Software—Application,21-Oct-20,$27.00,32.0,33.459999084472656,2020-11-13,24.059999465942383,2021-01-06,23.0,77.0,26.0
SRSA,SRSA,Shell Companies,21-Oct-20,$10.00,10.010000228881836,12.289999961853027,2021-01-08,10.010000228881836,2020-12-30,9.0,0.0,10.010000228881836
XPOA,XPOA,Shell Companies,21-Oct-20,$10.00,10.25,11.069999694824219,2020-12-28,10.0,2020-12-11,17.0,0.0,10.0
LFTR,LFTR,Shell Companies,21-Oct-20,$10.00,10.109999656677246,11.699999809265137,2020-12-23,9.899999618530273,2020-12-18,5.0,0.0,9.899999618530273
TEKK,TEKK,Shell Companies,22-Oct-20,$10.00,10.154999732971191,11.005000114440918,2021-01-05,9.899999618530273,2021-01-04,6.0,5.0,9.899999618530273
MCFE,MCFE,Software—Application,22-Oct-20,$20.00,18.600000381469727,19.780000686645508,2020-10-23,14.800000190734863,2020-12-08,1.0,47.0,18.290000915527344
GHLD,GHLD,Mortgage Finance,22-Oct-20,$15.00,15.0,18.0,2021-01-12,13.130000114440918,2020-11-19,82.0,28.0,13.130000114440918
BLSA,BLSA,Shell Companies,22-Oct-20,$10.00,10.279999732971191,12.085000038146973,2020-12-18,10.149999618530273,2020-10-22,57.0,0.0,10.149999618530273
CTAC,CTAC,Shell Companies,22-Oct-20,$10.00,10.100000381469727,11.0,2020-12-15,9.729999542236328,2020-12-15,4.0,4.0,9.729999542236328
ABCM,ABCM,Biotechnology,22-Oct-20,$17.50,18.0,24.690000534057617,2021-01-14,17.709999084472656,2020-10-22,84.0,0.0,17.709999084472656
RICE,RICE,Shell Companies,22-Oct-20,$10.00,11.5,12.305000305175781,2021-01-14,10.199999809265137,2020-12-16,31.0,2.0,10.199999809265137
YSAC,YSAC,Shell Companies,22-Oct-20,$10.00,9.975000381469727,10.630000114440918,2020-12-24,9.90999984741211,2021-01-08,16.0,31.0,9.975000381469727
FHTX,FHTX,Biotechnology,23-Oct-20,$16.00,19.0,28.264999389648438,2020-12-18,14.029999732971191,2020-10-28,56.0,5.0,14.029999732971191
ACAC,ACAC,Shell Companies,23-Oct-20,$10.00,10.5,11.279999732971191,2020-12-22,9.961000442504883,2020-12-23,1.0,2.0,10.154999732971191
EUCR,EUCR,Shell Companies,23-Oct-20,$10.00,10.0,10.779999732971191,2021-01-07,9.989999771118164,2021-01-04,9.0,6.0,9.989999771118164
ATAC,ATAC,Shell Companies,23-Oct-20,$10.00,10.75,12.069999694824219,2020-12-28,10.0,2020-12-15,14.0,1.0,10.0
MACU,MACU,Shell Companies,27-Oct-20,$10.00,10.25,10.390000343322754,2021-01-05,9.800000190734863,2020-12-11,25.0,0.0,9.800000190734863
LUXA,LUXA,Shell Companies,27-Oct-20,$10.00,11.0,12.09000015258789,2020-12-21,10.300000190734863,2020-12-22,3.0,4.0,10.609999656677246
